Date,Value,ValueFilled,Detrend,Declustered
3/25/1969,0.56,0.56,0.974986834,0.974986834
3/26/1969,1.28,1.28,1.688247704,1.688247704
3/27/1969,1.16,1.16,1.577378139,1.577378139
3/28/1969,1.13,1.13,1.553682487,1.553682487
3/29/1969,0.98,0.98,1.403899878,1.403899878
3/30/1969,0.81,0.81,1.233247704,1.233247704
3/31/1969,1.06,1.06,1.479769443,1.479769443
4/1/1969,1.15,1.15,1.569986834,1.569986834
4/2/1969,1.12,1.12,1.539986834,1.539986834
4/3/1969,0.97,0.97,1.389769443,1.389769443
4/4/1969,0.99,0.99,1.410204226,1.410204226
4/5/1969,0.99,0.99,1.413899878,1.413899878
4/6/1969,0.84,0.84,1.267160747,1.267160747
4/7/1969,0.85,0.85,1.274769443,1.274769443
4/8/1969,1.16,1.16,1.581725965,1.581725965
4/9/1969,1.13,1.13,1.554552052,1.554552052
4/10/1969,1.23,1.23,1.656508574,1.656508574
4/11/1969,1.05,1.05,1.478899878,1.478899878
4/12/1969,1.21,1.21,1.637812921,1.637812921
4/13/1969,1.31,1.31,1.738247704,1.738247704
4/14/1969,1.25,1.25,1.680204226,1.680204226
4/15/1969,1.14,1.14,1.5708564,1.5708564
4/16/1969,1.004,1.004,1.435030313,1.435030313
4/17/1969,0.87,0.87,1.2978564,1.2978564
4/18/1969,0.8,0.8,1.219378139,1.219378139
4/19/1969,0.5,0.5,0.908943356,0.908943356
4/20/1969,0.48,0.48,0.873291182,0.873291182
4/21/1969,0.42,0.42,0.795247704,0.795247704
4/22/1969,0.55,0.55,0.898725965,0.898725965
4/23/1969,0.62,0.62,0.945986834,0.945986834
4/24/1969,0.49,0.49,0.799247704,0.799247704
4/25/1969,0.87,0.87,1.159682487,1.159682487
4/26/1969,1.05,1.05,1.320769443,1.320769443
4/27/1969,1.11,1.11,1.37359553,1.37359553
4/28/1969,1.34,1.34,1.596204226,1.596204226
4/29/1969,1.253,1.253,1.493986834,1.493986834
4/30/1969,1.12,1.12,1.3423564,1.3423564
5/1/1969,1.09,1.09,1.290399878,1.290399878
5/2/1969,1.19,1.19,1.367791182,1.367791182
5/3/1969,1.24,1.24,1.3973564,1.3973564
5/4/1969,1.16,1.16,1.298878139,1.298878139
5/5/1969,1.17,1.17,1.290617269,1.290617269
5/6/1969,1.1,1.1,1.201269443,1.201269443
5/7/1969,0.94,0.94,1.020399878,1.020399878
5/8/1969,0.85,0.85,0.906269443,0.906269443
5/9/1969,0.76,0.76,0.978648325,0.978648325
5/10/1969,0.87,0.87,1.07403294,1.07403294
5/11/1969,0.86,0.86,1.057219754,1.057219754
5/12/1969,0.87,0.87,1.059197776,1.059197776
5/13/1969,1.12,1.12,1.301945028,1.301945028
5/14/1969,1.01,1.01,1.1833736,1.1833736
5/15/1969,0.97,0.97,1.132384589,1.132384589
5/16/1969,1.05,1.05,1.204142831,1.204142831
5/17/1969,1.15,1.15,1.296230743,1.296230743
5/18/1969,1.13,1.13,1.268208765,1.268208765
5/19/1969,0.95,0.95,1.079307666,1.079307666
5/20/1969,0.82,0.82,0.941065907,0.941065907
5/21/1969,0.84,0.84,0.952384589,0.952384589
5/22/1969,0.95,0.95,1.052824149,1.052824149
5/23/1969,0.99,0.99,1.08348349,1.08348349
5/24/1969,1.03,1.03,1.117879094,1.117879094
5/25/1969,1.04,1.04,1.121615358,1.121615358
5/26/1969,1.12,1.12,1.197329644,1.197329644
5/27/1969,1.1,1.1,1.176999973,1.176999973
5/28/1969,1.19,1.19,1.268977995,1.268977995
5/29/1969,1.22,1.22,1.303219754,1.303219754
5/30/1969,1.22,1.22,1.306626347,1.306626347
5/31/1969,1.132,1.132,1.220824149,1.220824149
6/1/1969,1.15,1.15,1.239857116,1.239857116
6/2/1969,1.26,1.26,1.349197776,1.349197776
6/3/1969,1.28,1.28,1.366230743,1.366230743
6/4/1969,1.22,1.22,1.299197776,1.299197776
6/5/1969,1.31,1.31,1.381285688,1.381285688
6/6/1969,1.64,1.64,1.702274699,1.702274699
6/7/1969,1.596,1.596,1.651681292,1.651681292
6/8/1969,1.39,1.39,1.440296677,1.440296677
6/9/1969,1.39,1.39,1.433043929,1.433043929
6/10/1969,1.74,1.74,1.779527446,1.779527446
6/11/1969,1.38,1.38,1.417879094,1.417879094
6/12/1969,1.45,1.45,1.486120853,1.486120853
6/13/1969,2.04,2.04,2.076560413,NA
6/14/1969,2.11,2.11,2.14681316,NA
6/15/1969,2.13,2.13,2.164175798,2.164175798
6/16/1969,2.13,2.13,2.161538435,NA
6/17/1969,2.13,2.13,2.160219754,NA
6/18/1969,2.09,2.09,2.120109864,NA
6/19/1969,2,2,2.029670303,NA
6/20/1969,2.06,2.06,2.090659314,NA
6/21/1969,2.06,2.06,2.091758215,NA
6/22/1969,2.05,2.05,2.081098875,NA
6/23/1969,1.99,1.99,2.020109864,NA
6/24/1969,1.89,1.89,1.917252721,NA
6/25/1969,1.9,1.9,1.924505468,NA
6/26/1969,1.89,1.89,1.911098875,NA
6/27/1969,1.79,1.79,1.808241732,NA
6/28/1969,1.76,1.76,1.778461512,NA
6/29/1969,1.81,1.81,1.82670327,NA
6/30/1969,1.81,1.81,1.824615358,NA
7/1/1969,1.87,1.87,1.883736237,NA
7/2/1969,1.85,1.85,1.864615358,NA
7/3/1969,1.78,1.78,1.793516457,1.793516457
7/4/1969,1.74,1.74,1.750439534,1.750439534
7/5/1969,1.78,1.78,1.78681316,1.78681316
7/6/1969,1.71,1.71,1.712857116,1.712857116
7/7/1969,1.7,1.7,1.700219754,1.700219754
7/8/1969,1.67,1.67,1.667802171,1.667802171
7/9/1969,1.7,1.7,1.696043929,1.696043929
7/10/1969,1.62,1.62,1.614285688,1.614285688
7/11/1969,1.08,1.08,1.072637336,1.072637336
7/12/1969,1.03,1.03,1.019670303,1.019670303
7/13/1969,0.924,0.924,0.911472501,0.911472501
7/14/1969,0.94,0.94,0.925604369,0.925604369
7/15/1969,0.94,0.94,0.923956017,0.923956017
7/16/1969,0.91,0.91,0.891340633,0.891340633
7/17/1969,0.93,0.93,0.909252721,0.909252721
7/18/1969,1.07,1.07,1.049472501,1.049472501
7/19/1969,1.14,1.14,1.119582391,1.119582391
7/20/1969,1.2,1.2,1.17892305,1.17892305
7/21/1969,1.24,1.24,1.220241732,1.220241732
7/22/1969,1.15,1.15,1.135076896,1.135076896
7/23/1969,1.11,1.11,1.100307666,1.100307666
7/24/1969,1.15,1.15,1.143274699,1.143274699
7/25/1969,1.19,1.19,1.187670303,1.187670303
7/26/1969,1.2,1.2,1.20503294,1.20503294
7/27/1969,1.27,1.27,1.278439534,1.278439534
7/28/1969,1.3,1.3,1.311384589,1.311384589
7/29/1969,1.23,1.23,1.250505468,1.250505468
7/30/1969,1.36,1.36,1.388087886,1.388087886
7/31/1969,1.33,1.33,1.364241732,1.364241732
8/1/1969,1.31,1.31,1.346109864,1.346109864
8/2/1969,1.25,1.25,1.289549424,1.289549424
8/3/1969,1.2,1.2,1.243285688,1.243285688
8/4/1969,1.08,1.08,1.123725248,1.123725248
8/5/1969,1,1,1.045615358,1.045615358
8/6/1969,1,1,1.047043929,1.047043929
8/7/1969,0.94,0.94,0.988472501,0.988472501
8/8/1969,1.02,1.02,1.070450523,1.070450523
8/9/1969,1.12,1.12,1.170010962,1.170010962
8/10/1969,1.17,1.17,1.221120853,1.221120853
8/11/1969,1.13,1.13,1.181857116,1.181857116
8/12/1969,1.1,1.1,1.151417556,1.151417556
8/13/1969,1.17,1.17,1.220417556,1.220417556
8/14/1969,1.16,1.16,1.208879094,1.208879094
8/15/1969,1.13,1.13,1.177582391,1.177582391
8/16/1969,1.07,1.07,1.11826371,1.11826371
8/17/1969,1.23,1.23,1.279780193,1.279780193
8/18/1969,1.23,1.23,1.277802171,1.277802171
8/19/1969,1.15,1.15,1.196780193,1.196780193
8/20/1969,1.2,1.2,1.246615358,1.246615358
8/21/1969,1.19,1.19,1.236395578,1.236395578
8/22/1969,1.21,1.21,1.256395578,1.256395578
8/23/1969,1.19,1.19,1.236615358,1.236615358
8/24/1969,1.2,1.2,1.247384589,1.247384589
8/25/1969,1.27,1.27,1.316945028,1.316945028
8/26/1969,1.37,1.37,1.410791182,1.410791182
8/27/1969,1.39,1.39,1.423868105,1.423868105
8/28/1969,1.39,1.39,1.415450523,1.415450523
8/29/1969,1.37,1.37,1.387208765,1.387208765
8/30/1969,1.37,1.37,1.379186787,1.379186787
8/31/1969,1.34,1.34,1.341054918,1.341054918
9/1/1969,1.24,1.24,1.233692281,1.233692281
9/2/1969,1.27,1.27,1.257098875,1.257098875
9/3/1969,1.28,1.28,1.261164809,1.261164809
9/4/1969,1.19,1.19,1.165890083,1.165890083
9/5/1969,1.2,1.2,1.171736237,1.171736237
9/6/1969,1.12,1.12,1.087450523,1.087450523
9/7/1969,1.12,1.12,1.082802171,1.082802171
9/8/1969,0.99,0.99,0.949681292,0.949681292
9/9/1969,1.07,1.07,1.019142831,1.019142831
9/10/1969,1.07,1.07,1.00826371,1.00826371
9/11/1969,1.182,1.182,1.110384589,1.110384589
9/12/1969,1.21,1.21,1.129791182,1.129791182
9/13/1969,1.42,1.42,1.331197776,1.331197776
9/14/1969,1.57,1.57,1.4743736,1.4743736
9/15/1969,1.96,1.96,1.851076896,1.851076896
9/16/1969,1.817,1.817,1.694560413,1.694560413
9/17/1969,1.75,1.75,1.614670303,1.614670303
9/18/1969,1.96,1.96,1.812241732,1.812241732
9/19/1969,1.888,1.888,1.72748349,1.72748349
9/20/1969,1.93,1.93,1.756725248,1.756725248
9/21/1969,1.92,1.92,1.734692281,1.734692281
9/22/1969,1.81,1.81,1.612428545,1.612428545
9/23/1969,1.93,1.93,1.721219754,1.721219754
9/24/1969,1.799,1.799,1.580318655,1.580318655
9/25/1969,1.823,1.823,1.595340633,1.595340633
9/26/1969,1.83,1.83,1.593241732,1.593241732
9/27/1969,1.851,1.851,1.605406567,1.605406567
9/28/1969,1.95,1.95,1.69681316,1.69681316
9/29/1969,1.928,1.928,1.667670303,1.667670303
9/30/1969,1.808,1.808,1.54059338,1.54059338
10/1/1969,1.712,1.712,1.437010962,1.437010962
10/2/1969,1.96,1.96,1.679615358,1.679615358
10/3/1969,1.833,1.833,1.547670303,1.547670303
10/4/1969,1.795,1.795,1.505714259,1.505714259
10/5/1969,1.73,1.73,1.436318655,1.436318655
10/6/1969,1.7,1.7,1.404230743,1.404230743
10/7/1969,1.65,1.65,1.35148349,1.35148349
10/8/1969,1.63,1.63,1.328406567,1.328406567
10/9/1969,1.66,1.66,1.355329644,1.355329644
10/10/1969,1.64,1.64,1.333351622,1.333351622
10/11/1969,1.66,1.66,1.353901072,1.353901072
10/12/1969,1.69,1.69,1.384780193,1.384780193
10/13/1969,1.69,1.69,1.385329644,1.385329644
10/14/1969,1.67,1.67,1.366318655,1.366318655
10/15/1969,1.65,1.65,1.347417556,1.347417556
10/16/1969,1.6,1.6,1.299065907,1.299065907
10/17/1969,1.67,1.67,1.368626347,1.368626347
10/18/1969,1.68,1.68,1.377527446,1.377527446
10/19/1969,1.68,1.68,1.376758215,1.376758215
10/20/1969,1.618,1.618,1.312670303,1.312670303
10/21/1969,1.54,1.54,1.232692281,1.232692281
10/22/1969,1.533,1.533,1.222626347,1.222626347
10/23/1969,1.434,1.434,1.120549424,1.120549424
10/24/1969,2.149,2.149,1.83148349,NA
10/25/1969,2.19,2.19,1.869417556,1.869417556
10/26/1969,2.169,2.169,1.845340633,NA
10/27/1969,2.082,2.082,1.756714259,1.756714259
10/28/1969,2.012,2.012,1.686934039,1.686934039
10/29/1969,1.981,1.981,1.659230743,1.659230743
10/30/1969,2.54,2.54,2.221747226,NA
10/31/1969,2.54,2.54,2.230208765,2.230208765
11/1/1969,2.423,2.423,2.120977995,NA
11/2/1969,2.331,2.331,2.036560413,NA
11/3/1969,2.241,2.241,1.957219754,NA
11/4/1969,2.161,2.161,1.888516457,NA
11/5/1969,2.095,2.095,1.834604369,NA
11/6/1969,2.056,2.056,1.807362611,1.807362611
11/7/1969,2.04,2.04,1.803065907,1.803065907
11/8/1969,2.021,2.021,1.79670327,1.79670327
11/9/1969,1.987,1.987,1.774560413,1.774560413
11/10/1969,1.958,1.958,1.756252721,1.756252721
11/11/1969,1.904,1.904,1.713461512,1.713461512
11/12/1969,1.861,1.861,1.6793736,1.6793736
11/13/1969,1.81,1.81,1.63870327,1.63870327
11/14/1969,1.774,1.774,1.613230743,1.613230743
11/15/1969,1.76,1.76,1.609428545,1.609428545
11/16/1969,1.721,1.721,1.582868105,1.582868105
11/17/1969,1.68,1.68,1.55659338,1.55659338
11/18/1969,1.51,1.51,1.397615358,1.397615358
11/19/1969,1.6,1.6,1.497340633,1.497340633
11/20/1969,1.38,1.38,1.28481316,1.28481316
11/21/1969,1.46,1.46,1.371076896,1.371076896
11/22/1969,1.47,1.47,1.387780193,1.387780193
11/23/1969,1.48,1.48,1.406131842,1.406131842
11/24/1969,1.45,1.45,1.38492305,1.38492305
11/25/1969,1.32,1.32,1.263571402,1.263571402
11/26/1969,1.31,1.31,1.26170327,1.26170327
11/27/1969,1.34,1.34,1.297417556,1.297417556
11/28/1969,1.28,1.28,1.243351622,1.243351622
11/29/1969,1.27,1.27,1.239175798,1.239175798
11/30/1969,1.19,1.19,1.164999973,1.164999973
12/1/1969,1.28,1.28,1.26148349,1.26148349
12/2/1969,1.37,1.37,1.359065907,1.359065907
12/3/1969,1.35,1.35,1.347637336,1.347637336
12/4/1969,1.38,1.38,1.385549424,1.385549424
12/5/1969,1.38,1.38,1.393549424,1.393549424
12/6/1969,1.399,1.399,1.419692281,1.419692281
12/7/1969,1.4,1.4,1.427208765,1.427208765
12/8/1969,1.36,1.36,1.391538435,1.391538435
12/9/1969,1.349,1.349,1.391560413,1.391560413
12/10/1969,1.35,1.35,1.403439534,1.403439534
12/11/1969,1.33,1.33,1.393977995,1.393977995
12/12/1969,1.19,1.19,1.265098875,1.265098875
12/13/1969,1.12,1.12,1.206549424,1.206549424
12/14/1969,1.25,1.25,1.348428545,1.348428545
12/15/1969,1.19,1.19,1.307988984,1.307988984
12/16/1969,1.11,1.11,1.249637336,1.249637336
12/17/1969,1.06,1.06,1.214835138,1.214835138
12/18/1969,0.99,0.99,1.158142831,1.158142831
12/19/1969,0.86,0.86,1.041890083,1.041890083
12/20/1969,0.83,0.83,1.026626347,1.026626347
12/21/1969,0.85,0.85,1.060307666,1.060307666
12/22/1969,0.745,0.745,0.967351622,0.967351622
12/23/1969,0.78,0.78,1.013120853,1.013120853
12/24/1969,0.72,0.72,0.96092305,0.96092305
12/25/1969,0.85,0.85,1.09781316,1.09781316
12/26/1969,0.81,0.81,1.065043929,1.065043929
12/27/1969,1.04,1.04,1.303219754,1.303219754
12/28/1969,1.01,1.01,1.282681292,1.282681292
12/29/1969,0.97,0.97,1.252681292,1.252681292
12/30/1969,0.88,0.88,1.172615358,1.172615358
12/31/1969,0.58,0.58,0.883054918,0.883054918
1/1/1970,0.62,0.62,0.934384589,0.934384589
1/2/1970,0.83,0.83,1.15592305,1.15592305
1/3/1970,0.91,0.91,1.246692281,1.246692281
1/4/1970,1.05,1.05,1.397681292,1.397681292
1/5/1970,1.13,1.13,1.48570327,1.48570327
1/6/1970,1.04,1.04,1.403615358,1.403615358
1/7/1970,0.87,0.87,1.240098875,1.240098875
1/8/1970,0.86,0.86,1.236362611,1.236362611
1/9/1970,0.853,0.853,1.236945028,1.236945028
1/10/1970,0.92,0.92,1.310648325,1.310648325
1/11/1970,1.17,1.17,1.567021951,1.567021951
1/12/1970,1.15,1.15,1.553505468,1.553505468
1/13/1970,1.14,1.14,1.549439534,1.549439534
1/14/1970,1.12,1.12,1.53570327,1.53570327
1/15/1970,1.01,1.01,1.428450523,1.428450523
1/16/1970,0.98,0.98,1.403175798,1.403175798
1/17/1970,0.9,0.9,1.330977995,1.330977995
1/18/1970,0.96,0.96,1.397021951,1.397021951
1/19/1970,0.89,0.89,1.332626347,1.332626347
1/20/1970,0.89,0.89,1.337681292,1.337681292
1/21/1970,0.94,0.94,1.391846127,1.391846127
1/22/1970,1.04,1.04,1.493384589,1.493384589
1/23/1970,1.146,1.146,1.601802171,1.601802171
1/24/1970,1.2,1.2,1.657219754,1.657219754
1/25/1970,1.21,1.21,1.670076896,1.670076896
1/26/1970,1.07,1.07,1.536560413,1.536560413
1/27/1970,0.97,0.97,1.443043929,1.443043929
1/28/1970,0.9,0.9,1.379857116,1.379857116
1/29/1970,0.76,0.76,1.249307666,1.249307666
1/30/1970,0.57,0.57,1.067659314,1.067659314
1/31/1970,1.04,1.04,1.54403294,1.54403294
2/1/1970,1.12,1.12,1.630846127,1.630846127
2/2/1970,0.99,0.99,1.507329644,1.507329644
2/3/1970,0.82,0.82,1.342494479,1.342494479
2/4/1970,0.85,0.85,1.376010962,1.376010962
2/5/1970,0.96,0.96,1.489043929,1.489043929
2/6/1970,1.06,1.06,1.589538435,1.589538435
2/7/1970,1.311,1.311,1.841087886,NA
2/8/1970,1.36,1.36,1.888769204,1.888769204
2/9/1970,1.3,1.3,1.827340633,NA
2/10/1970,1.16,1.16,1.687120853,1.687120853
2/11/1970,1,1,1.530307666,1.530307666
2/12/1970,0.9,0.9,1.43415382,1.43415382
2/13/1970,0.87,0.87,1.407450523,1.407450523
2/14/1970,0.81,0.81,1.348879094,1.348879094
2/15/1970,0.69,0.69,1.226131842,1.226131842
2/16/1970,0.63,0.63,1.163604369,1.163604369
2/17/1970,0.53,0.53,1.061296677,1.061296677
2/18/1970,0.6,0.6,1.129648325,1.129648325
2/19/1970,0.65,0.65,1.179758215,1.179758215
2/20/1970,0.74,0.74,1.271043929,1.271043929
2/21/1970,0.88,0.88,1.410274699,1.410274699
2/22/1970,0.91,0.91,1.437747226,1.437747226
2/23/1970,0.76,0.76,1.288626347,1.288626347
2/24/1970,0.71,0.71,1.239208765,1.239208765
2/25/1970,0.73,0.73,1.260527446,1.260527446
2/26/1970,0.75,0.75,1.283824149,1.283824149
2/27/1970,0.74,0.74,1.277340633,1.277340633
2/28/1970,0.7,0.7,1.242065907,1.242065907
3/1/1970,0.94,0.94,1.488329644,1.488329644
3/2/1970,0.85,0.85,1.401736237,1.401736237
3/3/1970,0.66,0.66,1.212725248,1.212725248
3/4/1970,0.8,0.8,1.351406567,1.351406567
3/5/1970,0.87,0.87,1.420087886,1.420087886
3/6/1970,0.92,0.92,1.469977995,1.469977995
3/7/1970,1.02,1.02,1.570868105,1.570868105
3/8/1970,1.26,1.26,1.812406567,1.812406567
3/9/1970,1.14,1.14,1.69515382,1.69515382
3/10/1970,1.22,1.22,1.778956017,1.778956017
3/11/1970,1.09,1.09,1.656318655,1.656318655
3/12/1970,0.74,0.74,1.314999973,1.314999973
3/13/1970,0.6,0.6,1.18192305,1.18192305
3/14/1970,0.5,0.5,1.087307666,1.087307666
3/15/1970,0.39,0.39,0.98170327,0.98170327
3/16/1970,0.43,0.43,1.022692281,1.022692281
3/17/1970,0.53,0.53,1.117857116,1.117857116
3/18/1970,0.44,0.44,1.029065907,1.029065907
3/19/1970,0.4,0.4,0.990714259,0.990714259
3/20/1970,0.39,0.39,0.98148349,0.98148349
3/21/1970,0.51,0.51,1.100846127,1.100846127
3/22/1970,0.574,0.574,1.162428545,1.162428545
3/23/1970,0.7,0.7,1.286120853,1.286120853
3/24/1970,0.73,0.73,1.315351622,1.315351622
3/25/1970,0.84,0.84,1.427890083,1.427890083
3/26/1970,0.98,0.98,1.571626347,1.571626347
3/27/1970,0.83,0.83,1.426351622,1.426351622
3/28/1970,0.75,0.75,1.349208765,1.349208765
3/29/1970,0.66,0.66,1.260197776,1.260197776
3/30/1970,0.67,0.67,1.271736237,1.271736237
3/31/1970,0.75,0.75,1.351296677,1.351296677
4/1/1970,0.83,0.83,1.430417556,1.430417556
4/2/1970,0.85,0.85,1.447780193,1.447780193
4/3/1970,1.04,1.04,1.63492305,1.63492305
4/4/1970,1.06,1.06,1.649868105,1.649868105
4/5/1970,1.04,1.04,1.625362611,1.625362611
4/6/1970,1.013,1.013,1.592977995,1.592977995
4/7/1970,1.11,1.11,1.686131842,1.686131842
4/8/1970,1.1,1.1,1.673384589,1.673384589
4/9/1970,0.78,0.78,1.350967006,1.350967006
4/10/1970,0.8,0.8,1.368329644,1.368329644
4/11/1970,0.8,0.8,1.363934039,1.363934039
4/12/1970,0.87,0.87,1.430417556,1.430417556
4/13/1970,0.83,0.83,1.385142831,1.385142831
4/14/1970,0.71,0.71,1.259648325,1.259648325
4/15/1970,0.55,0.55,1.092505468,1.092505468
4/16/1970,0.7,0.7,1.237450523,1.237450523
4/17/1970,0.89,0.89,1.421406567,1.421406567
4/18/1970,1.02,1.02,1.543824149,1.543824149
4/19/1970,1.08,1.08,1.599868105,1.599868105
4/20/1970,0.9,0.9,1.418329644,1.418329644
4/21/1970,0.809,0.809,1.327417556,1.327417556
4/22/1970,0.8,0.8,1.318197776,1.318197776
4/23/1970,0.79,0.79,1.311274699,1.311274699
4/24/1970,0.8,0.8,1.323472501,1.323472501
4/25/1970,0.53,0.53,1.057428545,1.057428545
4/26/1970,0.42,0.42,0.945670303,0.945670303
4/27/1970,0.44,0.44,0.960285688,0.960285688
4/28/1970,0.48,0.48,0.99215382,0.99215382
4/29/1970,0.5,0.5,1.003692281,1.003692281
4/30/1970,0.67,0.67,1.165999973,1.165999973
5/1/1970,1.01,1.01,1.498857116,1.498857116
5/2/1970,0.93,0.93,1.412043929,1.412043929
5/3/1970,0.97,0.97,1.444461512,1.444461512
5/4/1970,0.92,0.92,1.386988984,1.386988984
5/5/1970,0.878,0.878,1.335977995,1.335977995
5/6/1970,1.07,1.07,1.520065907,1.520065907
5/7/1970,1.17,1.17,1.612747226,1.612747226
5/8/1970,1.13,1.13,1.568461512,1.568461512
5/9/1970,1.08,1.08,1.514505468,1.514505468
5/10/1970,1.02,1.02,1.448681292,1.448681292
5/11/1970,0.87,0.87,1.291977995,1.291977995
5/12/1970,0.9,0.9,1.313626347,1.313626347
5/13/1970,0.91,0.91,1.317142831,1.317142831
5/14/1970,0.76,0.76,1.160988984,1.160988984
5/15/1970,0.91,0.91,1.300879094,1.300879094
5/16/1970,0.89,0.89,1.271428545,1.271428545
5/17/1970,0.93,0.93,1.29703294,1.29703294
5/18/1970,0.89,0.89,1.250549424,1.250549424
5/19/1970,0.99,0.99,1.347142831,1.347142831
5/20/1970,1.01,1.01,1.364835138,1.364835138
5/21/1970,1.14,1.14,1.493956017,1.493956017
5/22/1970,1.09,1.09,1.442120853,1.442120853
5/23/1970,1.13,1.13,1.480692281,1.480692281
5/24/1970,1.13,1.13,1.480472501,1.480472501
5/25/1970,1,1,1.346076896,1.346076896
5/26/1970,1.11,1.11,1.452120853,1.452120853
5/27/1970,1.05,1.05,1.38959338,1.38959338
5/28/1970,1.23,1.23,1.568604369,1.568604369
5/29/1970,1.24,1.24,1.577175798,1.577175798
5/30/1970,1.35,1.35,1.684428545,1.684428545
5/31/1970,1.4,1.4,1.7293736,1.7293736
6/1/1970,1.4,1.4,1.726296677,1.726296677
6/2/1970,1.35,1.35,1.674318655,1.674318655
6/3/1970,1.16,1.16,1.483659314,1.483659314
6/4/1970,1.01,1.01,1.333988984,1.333988984
6/5/1970,0.912,0.912,1.233571402,1.233571402
6/6/1970,1.04,1.04,1.357714259,1.357714259
6/7/1970,0.98,0.98,1.293538435,1.293538435
6/8/1970,0.94,0.94,1.251230743,1.251230743
6/9/1970,0.86,0.86,1.16826371,1.16826371
6/10/1970,1.25,1.25,1.552439534,1.552439534
6/11/1970,1.23,1.23,1.525406567,1.525406567
6/12/1970,1.34,1.34,1.629582391,1.629582391
6/13/1970,1.27,1.27,1.555846127,1.555846127
6/14/1970,1.09,1.09,1.371780193,1.371780193
6/15/1970,1.08,1.08,1.357604369,1.357604369
6/16/1970,1.15,1.15,1.42859338,1.42859338
6/17/1970,1.13,1.13,1.408043929,1.408043929
6/18/1970,1.08,1.08,1.356747226,1.356747226
6/19/1970,1.21,1.21,1.483999973,1.483999973
6/20/1970,1.23,1.23,1.500791182,1.500791182
6/21/1970,1.24,1.24,1.509582391,1.509582391
6/22/1970,1.09,1.09,1.359362611,1.359362611
6/23/1970,1.09,1.09,1.359802171,1.359802171
6/24/1970,1.37,1.37,1.640021951,1.640021951
6/25/1970,1.59,1.59,1.85848349,NA
6/26/1970,1.59,1.59,1.854197776,NA
6/27/1970,1.34,1.34,1.600571402,NA
6/28/1970,1.22,1.22,1.477274699,NA
6/29/1970,1.59,1.59,1.842219754,NA
6/30/1970,1.61,1.61,1.85859338,NA
7/1/1970,2.14,2.14,2.384197776,2.384197776
7/2/1970,1.44,1.44,1.680461512,1.680461512
7/3/1970,1.35,1.35,1.585736237,1.585736237
7/4/1970,1.27,1.27,1.502219754,1.502219754
7/5/1970,1.12,1.12,1.34903294,1.34903294
7/6/1970,1.18,1.18,1.407604369,1.407604369
7/7/1970,1.24,1.24,1.465626347,1.465626347
7/8/1970,1.12,1.12,1.344747226,1.344747226
7/9/1970,1.18,1.18,1.403098875,1.403098875
7/10/1970,1.16,1.16,1.381890083,1.381890083
7/11/1970,1.03,1.03,1.251999973,1.251999973
7/12/1970,0.96,0.96,1.181890083,1.181890083
7/13/1970,0.96,0.96,1.182439534,1.182439534
7/14/1970,0.96,0.96,1.182219754,1.182219754
7/15/1970,1.01,1.01,1.231890083,1.231890083
7/16/1970,0.98,0.98,1.202109864,1.202109864
7/17/1970,1.07,1.07,1.292219754,1.292219754
7/18/1970,1.08,1.08,1.301890083,1.301890083
7/19/1970,1.05,1.05,1.269362611,1.269362611
7/20/1970,1.12,1.12,1.335296677,1.335296677
7/21/1970,1.16,1.16,1.37048349,1.37048349
7/22/1970,1.18,1.18,1.387956017,1.387956017
7/23/1970,1,1,1.205977995,1.205977995
7/24/1970,1.07,1.07,1.274549424,1.274549424
7/25/1970,1.06,1.06,1.262791182,1.262791182
7/26/1970,1.06,1.06,1.264659314,1.264659314
7/27/1970,0.97,0.97,1.176197776,1.176197776
7/28/1970,0.82,0.82,1.029604369,1.029604369
7/29/1970,0.87,0.87,1.079824149,1.079824149
7/30/1970,1.05,1.05,1.256857116,1.256857116
7/31/1970,0.92,0.92,1.123340633,1.123340633
8/1/1970,0.98,0.98,1.1803736,1.1803736
8/2/1970,1.088,1.088,1.285406567,1.285406567
8/3/1970,1.17,1.17,1.363450523,1.363450523
8/4/1970,1.17,1.17,1.36070327,1.36070327
8/5/1970,1.18,1.18,1.368615358,1.368615358
8/6/1970,1.19,1.19,1.377076896,1.377076896
8/7/1970,1.09,1.09,1.271252721,1.271252721
8/8/1970,1.06,1.06,1.235879094,1.235879094
8/9/1970,1.16,1.16,1.335219754,1.335219754
8/10/1970,1.26,1.26,1.436648325,1.436648325
8/11/1970,1.23,1.23,1.406977995,1.406977995
8/12/1970,1.21,1.21,1.384560413,1.384560413
8/13/1970,1.22,1.22,1.390384589,1.390384589
8/14/1970,1.24,1.24,1.410604369,1.410604369
8/15/1970,1.29,1.29,1.461967006,1.461967006
8/16/1970,1.27,1.27,1.448890083,1.448890083
8/17/1970,1.32,1.32,1.497461512,1.497461512
8/18/1970,1.31,1.31,1.485043929,1.485043929
8/19/1970,1.3,1.3,1.471087886,1.471087886
8/20/1970,1.27,1.27,1.4353736,1.4353736
8/21/1970,1.27,1.27,1.430428545,1.430428545
8/22/1970,1.21,1.21,1.366142831,1.366142831
8/23/1970,1.28,1.28,1.430428545,1.430428545
8/24/1970,1.11,1.11,1.255043929,1.255043929
8/25/1970,1.1,1.1,1.239439534,1.239439534
8/26/1970,1.06,1.06,1.192296677,1.192296677
8/27/1970,1.18,1.18,1.304164809,1.304164809
8/28/1970,1.26,1.26,1.37581316,1.37581316
