Date,Value,ValueFilled,Detrend,Declustered
1/5/1978,1.28,1.28,1.538835138,1.538835138
1/6/1978,1.24,1.24,1.503043929,1.503043929
1/7/1978,1.3,1.3,1.566252721,1.566252721
1/8/1978,1.32,1.32,1.589802171,1.589802171
1/9/1978,1.126,1.126,1.404175798,1.404175798
1/10/1978,1.09,1.09,1.372714259,1.372714259
1/11/1978,1.12,1.12,1.404538435,1.404538435
1/12/1978,1.18,1.18,1.466901072,1.466901072
1/13/1978,1.15,1.15,1.438549424,1.438549424
1/14/1978,1.02,1.02,1.312472501,1.312472501
1/15/1978,0.71,0.71,1.006076896,1.006076896
1/16/1978,0.74,0.74,1.034527446,1.034527446
1/17/1978,0.65,0.65,0.943879094,0.943879094
1/18/1978,0.713,0.713,1.005802171,1.005802171
1/19/1978,0.815,0.815,1.106846127,1.106846127
1/20/1978,0.546,0.546,0.835362611,0.835362611
1/21/1978,0.478,0.478,0.764450523,0.764450523
1/22/1978,0.58,0.58,0.866516457,0.866516457
1/23/1978,0.801,0.801,1.089450523,1.089450523
1/24/1978,1.003,1.003,1.293186787,1.293186787
1/25/1978,1.035,1.035,1.32748349,1.32748349
1/26/1978,0.835,0.835,1.131791182,1.131791182
1/27/1978,0.678,0.678,0.981285688,0.981285688
1/28/1978,0.589,0.589,0.898021951,0.898021951
1/29/1978,0.651,0.651,0.966428545,0.966428545
1/30/1978,0.593,0.593,0.913967006,0.913967006
1/31/1978,0.534,0.534,0.858098875,0.858098875
2/1/1978,0.526,0.526,0.852472501,0.852472501
2/2/1978,0.548,0.548,0.876967006,0.876967006
2/3/1978,0.859,0.859,1.188934039,1.188934039
2/4/1978,1.131,1.131,1.461912061,1.461912061
2/5/1978,1.302,1.302,1.633802171,1.633802171
2/6/1978,1.314,1.314,1.6463736,1.6463736
2/7/1978,1.476,1.476,1.807307666,1.807307666
2/8/1978,1.537,1.537,1.869010962,NA
2/9/1978,1.599,1.599,1.931461512,1.931461512
2/10/1978,1.341,1.341,1.674626347,1.674626347
2/11/1978,1.472,1.472,1.807857116,1.807857116
2/12/1978,1.444,1.444,1.780714259,1.780714259
2/13/1978,1.365,1.365,1.7013736,1.7013736
2/14/1978,1.057,1.057,1.396219754,1.396219754
2/15/1978,1.149,1.149,1.487648325,1.487648325
2/16/1978,1.16,1.16,1.499824149,1.499824149
2/17/1978,1.092,1.092,1.434307666,1.434307666
2/18/1978,1.154,1.154,1.500977995,1.500977995
2/19/1978,1.265,1.265,1.616087886,1.616087886
2/20/1978,1.297,1.297,1.651417556,1.651417556
2/21/1978,1.348,1.348,1.706857116,1.706857116
2/22/1978,1.107,1.107,1.470043929,1.470043929
2/23/1978,0.938,0.938,1.304450523,1.304450523
2/24/1978,0.997,0.997,1.36570327,1.36570327
2/25/1978,1.106,1.106,1.477648325,1.477648325
2/26/1978,1.125,1.125,1.502109864,1.502109864
2/27/1978,1.104,1.104,1.486999973,1.486999973
2/28/1978,1.083,1.083,1.470780193,1.470780193
3/1/1978,0.962,0.962,1.351142831,1.351142831
3/2/1978,1.201,1.201,1.587758215,1.587758215
3/3/1978,1.029,1.029,1.41215382,1.41215382
3/4/1978,1.098,1.098,1.476769204,1.476769204
3/5/1978,1.177,1.177,1.553604369,1.553604369
3/6/1978,1.266,1.266,1.640571402,1.640571402
3/7/1978,1.335,1.335,1.702054918,1.702054918
3/8/1978,1.244,1.244,1.602021951,1.602021951
3/9/1978,1.214,1.214,1.563010962,1.563010962
3/10/1978,1.222,1.222,1.564428545,1.564428545
3/11/1978,1.201,1.201,1.539065907,1.539065907
3/12/1978,1.12,1.12,1.4553736,1.4553736
3/13/1978,1.089,1.089,1.422230743,1.422230743
3/14/1978,1.118,1.118,1.445494479,1.445494479
3/15/1978,0.977,0.977,1.299428545,1.299428545
3/16/1978,0.806,0.806,1.123384589,1.123384589
3/17/1978,0.835,0.835,1.14681316,1.14681316
3/18/1978,0.964,0.964,1.270362611,1.270362611
3/19/1978,0.923,0.923,1.223054918,1.223054918
3/20/1978,1.142,1.142,1.438406567,1.438406567
3/21/1978,1.171,1.171,1.467835138,1.467835138
3/22/1978,1.129,1.129,1.42870327,1.42870327
3/23/1978,1.218,1.218,1.521461512,1.521461512
3/24/1978,1.257,1.257,1.56292305,1.56292305
3/25/1978,1.166,1.166,1.476164809,1.476164809
3/26/1978,1.145,1.145,1.462054918,1.462054918
3/27/1978,1.084,1.084,1.408296677,1.408296677
3/28/1978,0.983,0.983,1.310934039,1.310934039
3/29/1978,1.012,1.012,1.347538435,1.347538435
3/30/1978,1.091,1.091,1.434934039,1.434934039
3/31/1978,0.961,0.961,1.31048349,1.31048349
4/1/1978,1.092,1.092,1.442659314,1.442659314
4/2/1978,0.913,0.913,1.264967006,1.264967006
4/3/1978,0.954,0.954,1.306296677,1.306296677
4/4/1978,0.845,0.845,1.197208765,1.197208765
4/5/1978,0.906,0.906,1.256054918,1.256054918
4/6/1978,0.977,0.977,1.325571402,1.325571402
4/7/1978,0.836,0.836,1.183505468,1.183505468
4/8/1978,0.919,0.919,1.26615382,1.26615382
4/9/1978,1.01,1.01,1.354043929,1.354043929
4/10/1978,0.921,0.921,1.262384589,1.262384589
4/11/1978,0.822,0.822,1.16181316,1.16181316
4/12/1978,0.623,0.623,0.961999973,0.961999973
4/13/1978,0.644,0.644,0.982065907,0.982065907
4/14/1978,0.715,0.715,1.051021951,1.051021951
4/15/1978,0.896,0.896,1.229637336,1.229637336
4/16/1978,0.927,0.927,1.257472501,1.257472501
4/17/1978,1.068,1.068,1.39815382,1.39815382
4/18/1978,1.049,1.049,1.376615358,1.376615358
4/19/1978,0.91,0.91,1.2373736,1.2373736
4/20/1978,1,1,1.328879094,1.328879094
4/21/1978,1.23,1.23,1.56048349,1.56048349
4/22/1978,1.3,1.3,1.632956017,1.632956017
4/23/1978,1.4,1.4,1.734868105,1.734868105
4/24/1978,1.4,1.4,1.736340633,1.736340633
4/25/1978,1.4,1.4,1.738999973,1.738999973
4/26/1978,1.28,1.28,1.621098875,1.621098875
4/27/1978,1.03,1.03,1.372527446,1.372527446
4/28/1978,1.2,1.2,1.541417556,1.541417556
4/29/1978,1.05,1.05,1.389307666,1.389307666
4/30/1978,1.11,1.11,1.445208765,1.445208765
5/1/1978,1.1,1.1,1.428241732,1.428241732
5/2/1978,1.03,1.03,1.350604369,1.350604369
5/3/1978,1.1,1.1,1.413065907,1.413065907
5/4/1978,0.88,0.88,1.183098875,1.183098875
5/5/1978,0.82,0.82,1.117406567,1.117406567
5/6/1978,0.87,0.87,1.16248349,1.16248349
5/7/1978,0.96,0.96,1.248186787,1.248186787
5/8/1978,1.09,1.09,1.372780193,1.372780193
5/9/1978,1.09,1.09,1.368241732,1.368241732
5/10/1978,0.91,0.91,1.184791182,1.184791182
5/11/1978,0.94,0.94,1.211988984,1.211988984
5/12/1978,1.01,1.01,1.278516457,1.278516457
5/13/1978,0.78,0.78,1.04503294,1.04503294
5/14/1978,0.68,0.68,0.941538435,0.941538435
5/15/1978,0.86,0.86,1.119681292,1.119681292
5/16/1978,0.95,0.95,1.206505468,1.206505468
5/17/1978,1.03,1.03,1.285098875,1.285098875
5/18/1978,1.13,1.13,1.381615358,1.381615358
5/19/1978,1.1,1.1,1.350010962,1.350010962
5/20/1978,1.35,1.35,1.597626347,1.597626347
5/21/1978,1.4,1.4,1.647362611,1.647362611
5/22/1978,1.394,1.394,1.640780193,1.640780193
5/23/1978,1.38,1.38,1.625527446,1.625527446
5/24/1978,1.39,1.39,1.635296677,1.635296677
5/25/1978,1.18,1.18,1.425846127,1.425846127
5/26/1978,1.14,1.14,1.384977995,1.384977995
5/27/1978,1.18,1.18,1.422582391,1.422582391
5/28/1978,1.21,1.21,1.448329644,1.448329644
5/29/1978,1.29,1.29,1.523208765,1.523208765
5/30/1978,1.3,1.3,1.528977995,1.528977995
5/31/1978,1.25,1.25,1.476186787,1.476186787
6/1/1978,1.23,1.23,1.454835138,1.454835138
6/2/1978,1.26,1.26,1.486021951,1.486021951
6/3/1978,1.12,1.12,1.345901072,1.345901072
6/4/1978,1.04,1.04,1.262054918,1.262054918
6/5/1978,1.12,1.12,1.337109864,1.337109864
6/6/1978,1.11,1.11,1.324582391,1.324582391
6/7/1978,1.07,1.07,1.28348349,1.28348349
6/8/1978,1.08,1.08,1.29403294,1.29403294
6/9/1978,0.98,0.98,1.195681292,1.195681292
6/10/1978,1.01,1.01,1.228098875,1.228098875
6/11/1978,0.99,0.99,1.208868105,1.208868105
6/12/1978,1.19,1.19,1.406890083,1.406890083
6/13/1978,1.31,1.31,1.528208765,1.528208765
6/14/1978,1.35,1.35,1.567329644,1.567329644
6/15/1978,1.44,1.44,1.657879094,1.657879094
6/16/1978,1.53,1.53,1.748758215,1.748758215
6/17/1978,1.65,1.65,1.867439534,NA
6/18/1978,1.83,1.83,2.047659314,2.047659314
6/19/1978,1.66,1.66,1.87359338,NA
6/20/1978,1.619,1.619,1.826988984,NA
6/21/1978,1.52,1.52,1.724021951,NA
6/22/1978,1.71,1.71,1.91303294,NA
6/23/1978,1.67,1.67,1.8723736,NA
6/24/1978,1.48,1.48,1.68226371,1.68226371
6/25/1978,1.4,1.4,1.600725248,1.600725248
6/26/1978,1.4,1.4,1.600725248,1.600725248
6/27/1978,1.3,1.3,1.501054918,1.501054918
6/28/1978,1.33,1.33,1.529626347,1.529626347
6/29/1978,1.26,1.26,1.455670303,1.455670303
6/30/1978,1.25,1.25,1.44259338,1.44259338
7/1/1978,1.22,1.22,1.409406567,1.409406567
7/2/1978,1.23,1.23,1.416439534,1.416439534
7/3/1978,1.1,1.1,1.284241732,1.284241732
7/4/1978,1.062,1.062,1.243274699,1.243274699
7/5/1978,0.93,0.93,1.110615358,1.110615358
7/6/1978,1.03,1.03,1.210835138,1.210835138
7/7/1978,0.95,0.95,1.130439534,1.130439534
7/8/1978,0.94,0.94,1.120109864,1.120109864
7/9/1978,0.96,0.96,1.140439534,1.140439534
7/10/1978,1,1,1.176043929,1.176043929
7/11/1978,1.04,1.04,1.210659314,1.210659314
7/12/1978,1.01,1.01,1.175934039,1.175934039
7/13/1978,1.11,1.11,1.271758215,1.271758215
7/14/1978,1.1,1.1,1.260439534,1.260439534
7/15/1978,1.15,1.15,1.309010962,1.309010962
7/16/1978,1.05,1.05,1.207252721,1.207252721
7/17/1978,0.96,0.96,1.1163736,1.1163736
7/18/1978,1.06,1.06,1.215274699,1.215274699
7/19/1978,1.26,1.26,1.413186787,1.413186787
7/20/1978,1.45,1.45,1.599999973,1.599999973
7/21/1978,1.46,1.46,1.608351622,1.608351622
7/22/1978,1.4,1.4,1.547142831,1.547142831
7/23/1978,1.35,1.35,1.493406567,1.493406567
7/24/1978,1.25,1.25,1.389340633,1.389340633
7/25/1978,1.18,1.18,1.314395578,1.314395578
7/26/1978,1.21,1.21,1.339999973,1.339999973
7/27/1978,1.21,1.21,1.335274699,1.335274699
7/28/1978,1.08,1.08,1.203956017,1.203956017
7/29/1978,1.13,1.13,1.254945028,1.254945028
7/30/1978,1.06,1.06,1.185054918,1.185054918
7/31/1978,1.02,1.02,1.145054918,1.145054918
8/1/1978,1.15,1.15,1.274945028,1.274945028
8/2/1978,1.08,1.08,1.205120853,1.205120853
8/3/1978,1.25,1.25,1.376659314,1.376659314
8/4/1978,1.33,1.33,1.456769204,1.456769204
8/5/1978,1.231,1.231,1.358087886,1.358087886
8/6/1978,1.05,1.05,1.177087886,1.177087886
8/7/1978,1.15,1.15,1.278516457,1.278516457
8/8/1978,1.1,1.1,1.23115382,1.23115382
8/9/1978,1.05,1.05,1.18192305,1.18192305
8/10/1978,0.94,0.94,1.072582391,1.072582391
8/11/1978,0.98,0.98,1.112142831,1.112142831
8/12/1978,0.91,0.91,1.039175798,1.039175798
8/13/1978,1.04,1.04,1.167527446,1.167527446
8/14/1978,1.14,1.14,1.264120853,1.264120853
8/15/1978,1.24,1.24,1.359835138,1.359835138
8/16/1978,1.3,1.3,1.414450523,1.414450523
8/17/1978,1.33,1.33,1.438956017,1.438956017
8/18/1978,1.37,1.37,1.472912061,1.472912061
8/19/1978,1.41,1.41,1.506450523,1.506450523
8/20/1978,1.38,1.38,1.468208765,1.468208765
8/21/1978,1.43,1.43,1.510736237,1.510736237
8/22/1978,1.41,1.41,1.482934039,1.482934039
8/23/1978,1.36,1.36,1.42359338,1.42359338
8/24/1978,1.58,1.58,1.6333736,1.6333736
8/25/1978,1.63,1.63,1.671175798,1.671175798
8/26/1978,1.61,1.61,1.638977995,1.638977995
8/27/1978,1.59,1.59,1.607549424,1.607549424
8/28/1978,1.41,1.41,1.418428545,1.418428545
8/29/1978,1.43,1.43,1.429967006,1.429967006
8/30/1978,1.41,1.41,1.401505468,1.401505468
8/31/1978,1.31,1.31,1.290934039,1.290934039
9/1/1978,1.36,1.36,1.328186787,1.328186787
9/2/1978,1.31,1.31,1.265879094,1.265879094
9/3/1978,1.33,1.33,1.274670303,1.274670303
9/4/1978,1.27,1.27,1.207747226,1.207747226
9/5/1978,1.22,1.22,1.15148349,1.15148349
9/6/1978,1.41,1.41,1.334670303,1.334670303
9/7/1978,1.45,1.45,1.368736237,1.368736237
9/8/1978,1.43,1.43,1.340494479,1.340494479
9/9/1978,1.41,1.41,1.312417556,1.312417556
9/10/1978,1.42,1.42,1.310879094,1.310879094
9/11/1978,1.31,1.31,1.190329644,1.190329644
9/12/1978,1.22,1.22,1.089340633,1.089340633
9/13/1978,1.34,1.34,1.199120853,1.199120853
9/14/1978,1.44,1.44,1.288241732,1.288241732
9/15/1978,1.54,1.54,1.377142831,1.377142831
9/16/1978,1.634,1.634,1.461395578,1.461395578
9/17/1978,1.69,1.69,1.505549424,1.505549424
9/18/1978,1.65,1.65,1.454846127,1.454846127
9/19/1978,1.59,1.59,1.383967006,1.383967006
9/20/1978,1.52,1.52,1.302329644,1.302329644
9/21/1978,1.58,1.58,1.350131842,1.350131842
9/22/1978,1.43,1.43,1.189362611,1.189362611
9/23/1978,1.41,1.41,1.15870327,1.15870327
9/24/1978,1.34,1.34,1.077164809,1.077164809
9/25/1978,1.44,1.44,1.166615358,1.166615358
9/26/1978,1.57,1.57,1.286505468,1.286505468
9/27/1978,1.48,1.48,1.185846127,1.185846127
9/28/1978,1.57,1.57,1.265626347,1.265626347
9/29/1978,1.64,1.64,1.326175798,1.326175798
9/30/1978,1.71,1.71,1.386945028,1.386945028
10/1/1978,1.73,1.73,1.39848349,1.39848349
10/2/1978,1.65,1.65,1.311230743,1.311230743
10/3/1978,1.65,1.65,1.305296677,1.305296677
10/4/1978,1.68,1.68,1.331010962,1.331010962
10/5/1978,1.71,1.71,1.357384589,1.357384589
10/6/1978,1.66,1.66,1.303648325,1.303648325
10/7/1978,1.79,1.79,1.429252721,1.429252721
10/8/1978,1.89,1.89,1.524747226,1.524747226
10/9/1978,2.11,2.11,1.742439534,1.742439534
10/10/1978,2.15,2.15,1.780351622,1.780351622
10/11/1978,2.05,2.05,1.67815382,1.67815382
10/12/1978,1.94,1.94,1.565186787,1.565186787
10/13/1978,1.87,1.87,1.490901072,1.490901072
10/14/1978,1.92,1.92,1.5383736,1.5383736
10/15/1978,2.012,2.012,1.629604369,1.629604369
10/16/1978,2.12,2.12,1.73670327,1.73670327
10/17/1978,2.18,2.18,1.796879094,1.796879094
10/18/1978,2.28,2.28,1.895450523,1.895450523
10/19/1978,2.08,2.08,1.694571402,1.694571402
10/20/1978,2.03,2.03,1.643582391,1.643582391
10/21/1978,2.02,2.02,1.634351622,1.634351622
10/22/1978,1.89,1.89,1.506439534,1.506439534
10/23/1978,2,2,1.618967006,1.618967006
10/24/1978,1.915,1.915,1.536494479,1.536494479
10/25/1978,2.26,2.26,1.885560413,1.885560413
10/26/1978,2.17,2.17,1.798307666,1.798307666
10/27/1978,2.08,2.08,1.709516457,1.709516457
10/28/1978,2.06,2.06,1.689406567,1.689406567
10/29/1978,2.05,2.05,1.678087886,1.678087886
10/30/1978,2.03,2.03,1.657835138,1.657835138
10/31/1978,2.037,2.037,1.664835138,1.664835138
11/1/1978,2.158,2.158,1.788406567,1.788406567
11/2/1978,2.224,2.224,1.859571402,NA
11/3/1978,2.32,2.32,1.957769204,1.957769204
11/4/1978,2.29,2.29,1.933043929,NA
11/5/1978,2.16,2.16,1.807769204,1.807769204
11/6/1978,2.13,2.13,1.784802171,1.784802171
11/7/1978,2.07,2.07,1.730076896,1.730076896
11/8/1978,2.1,2.1,1.764912061,1.764912061
11/9/1978,1.9,1.9,1.569417556,1.569417556
11/10/1978,1.9,1.9,1.57370327,1.57370327
11/11/1978,1.88,1.88,1.559417556,1.559417556
11/12/1978,1.97,1.97,1.648538435,1.648538435
11/13/1978,2,2,1.677879094,1.677879094
11/14/1978,2.08,2.08,1.755538435,1.755538435
11/15/1978,2.07,2.07,1.743780193,1.743780193
11/16/1978,1.99,1.99,1.662571402,1.662571402
11/17/1978,1.91,1.91,1.582351622,1.582351622
11/18/1978,1.8,1.8,1.474439534,1.474439534
11/19/1978,1.71,1.71,1.389934039,1.389934039
11/20/1978,1.77,1.77,1.454219754,1.454219754
11/21/1978,1.81,1.81,1.497736237,1.497736237
11/22/1978,1.77,1.77,1.463010962,1.463010962
11/23/1978,1.79,1.79,1.489164809,1.489164809
11/24/1978,1.82,1.82,1.529384589,1.529384589
11/25/1978,1.81,1.81,1.528725248,1.528725248
11/26/1978,1.86,1.86,1.586087886,1.586087886
11/27/1978,1.8,1.8,1.532021951,1.532021951
11/28/1978,1.66,1.66,1.396857116,1.396857116
11/29/1978,1.48,1.48,1.223241732,1.223241732
11/30/1978,1.392,1.392,1.142736237,1.142736237
12/1/1978,1.344,1.344,1.104186787,1.104186787
12/2/1978,1.44,1.44,1.211285688,1.211285688
12/3/1978,1.41,1.41,1.19370327,1.19370327
12/4/1978,1.36,1.36,1.155351622,1.155351622
12/5/1978,1.15,1.15,0.954582391,0.954582391
12/6/1978,1.22,1.22,1.0333736,1.0333736
12/7/1978,1.22,1.22,1.044472501,1.044472501
12/8/1978,1.2,1.2,1.036999973,1.036999973
12/9/1978,1.04,1.04,0.886175798,0.886175798
12/10/1978,1.17,1.17,1.029912061,1.029912061
12/11/1978,1.2,1.2,1.073428545,1.073428545
12/12/1978,1.23,1.23,1.115736237,1.115736237
12/13/1978,1.46,1.46,1.355736237,1.355736237
12/14/1978,1.463,1.463,1.368835138,1.368835138
12/15/1978,1.54,1.54,1.456714259,1.456714259
12/16/1978,1.4,1.4,1.327120853,1.327120853
12/17/1978,1.22,1.22,1.157868105,1.157868105
12/18/1978,1.45,1.45,1.399670303,1.399670303
12/19/1978,1.11,1.11,1.073076896,1.073076896
12/20/1978,1.09,1.09,1.067692281,1.067692281
12/21/1978,0.94,0.94,0.932417556,0.932417556
12/22/1978,0.95,0.95,0.955604369,0.955604369
12/23/1978,0.97,0.97,0.988131842,0.988131842
12/24/1978,0.93,0.93,0.961098875,0.961098875
12/25/1978,1.05,1.05,1.095384589,1.095384589
12/26/1978,1.05,1.05,1.110659314,1.110659314
12/27/1978,1.56,1.56,1.634065907,1.634065907
12/28/1978,1.63,1.63,1.719010962,1.719010962
12/29/1978,1.853,1.853,1.956956017,NA
12/30/1978,1.87,1.87,1.988395578,1.988395578
12/31/1978,1.84,1.84,1.971362611,NA
1/1/1979,1.67,1.67,1.814329644,1.814329644
1/2/1979,1.46,1.46,1.616637336,1.616637336
1/3/1979,1.18,1.18,1.347516457,1.347516457
1/4/1979,1.32,1.32,1.496197776,1.496197776
1/5/1979,1.34,1.34,1.525868105,1.525868105
1/6/1979,1.31,1.31,1.503780193,1.503780193
1/7/1979,1.33,1.33,1.529934039,1.529934039
1/8/1979,1.18,1.18,1.386076896,1.386076896
1/9/1979,1.3,1.3,1.511758215,1.511758215
1/10/1979,1.38,1.38,1.598747226,1.598747226
1/11/1979,1.4,1.4,1.626384589,1.626384589
1/12/1979,1.43,1.43,1.665868105,1.665868105
1/13/1979,1.339,1.339,1.581846127,1.581846127
1/14/1979,1.33,1.33,1.57626371,1.57626371
1/15/1979,1.26,1.26,1.508692281,1.508692281
1/16/1979,1.17,1.17,1.420912061,1.420912061
1/17/1979,1.15,1.15,1.402087886,1.402087886
1/18/1979,1.02,1.02,1.273021951,1.273021951
1/19/1979,1.19,1.19,1.444934039,1.444934039
1/20/1979,1.22,1.22,1.477384589,1.477384589
1/21/1979,0.88,0.88,1.139043929,1.139043929
1/22/1979,0.86,0.86,1.122010962,1.122010962
1/23/1979,1.08,1.08,1.344527446,1.344527446
1/24/1979,1.01,1.01,1.274384589,1.274384589
1/25/1979,0.94,0.94,1.207087886,1.207087886
1/26/1979,0.96,0.96,1.227692281,1.227692281
1/27/1979,1.15,1.15,1.418494479,1.418494479
1/28/1979,1.131,1.131,1.404461512,1.404461512
1/29/1979,1.04,1.04,1.319329644,1.319329644
1/30/1979,1.09,1.09,1.37426371,1.37426371
1/31/1979,1.18,1.18,1.466879094,1.466879094
2/1/1979,1.15,1.15,1.438274699,1.438274699
2/2/1979,1.1,1.1,1.393604369,1.393604369
2/3/1979,0.96,0.96,1.257274699,1.257274699
2/4/1979,0.82,0.82,1.120054918,1.120054918
2/5/1979,0.93,0.93,1.228637336,1.228637336
2/6/1979,0.93,0.93,1.227868105,1.227868105
2/7/1979,0.92,0.92,1.218527446,1.218527446
2/8/1979,0.6,0.6,0.897428545,0.897428545
2/9/1979,0.51,0.51,0.806549424,0.806549424
2/10/1979,0.66,0.66,0.955670303,0.955670303
2/11/1979,0.61,0.61,0.908824149,0.908824149
2/12/1979,0.64,0.64,0.942340633,0.942340633
2/13/1979,0.766,0.766,1.074637336,1.074637336
2/14/1979,0.89,0.89,1.206549424,1.206549424
2/15/1979,0.81,0.81,1.138307666,1.138307666
2/16/1979,0.79,0.79,1.128197776,1.128197776
2/17/1979,0.81,0.81,1.156549424,1.156549424
2/18/1979,0.92,0.92,1.273472501,1.273472501
2/19/1979,0.89,0.89,1.253142831,1.253142831
2/20/1979,1.09,1.09,1.46226371,1.46226371
2/21/1979,1.21,1.21,1.588857116,1.588857116
2/22/1979,1.231,1.231,1.616670303,1.616670303
2/23/1979,1.303,1.303,1.697021951,1.697021951
2/24/1979,1.174,1.174,1.574285688,1.574285688
2/25/1979,1.165,1.165,1.570670303,1.570670303
2/26/1979,0.937,0.937,1.348274699,1.348274699
2/27/1979,1.025,1.025,1.442868105,1.442868105
2/28/1979,1.169,1.169,1.592351622,1.592351622
3/1/1979,1.171,1.171,1.598747226,1.598747226
3/2/1979,1.142,1.142,1.571615358,1.571615358
3/3/1979,1.333,1.333,1.76448349,1.76448349
3/4/1979,1.325,1.325,1.758681292,1.758681292
3/5/1979,1.186,1.186,1.620450523,1.620450523
3/6/1979,0.927,0.927,1.363428545,1.363428545
3/7/1979,1.069,1.069,1.506857116,1.506857116
3/8/1979,0.95,0.95,1.384340633,1.384340633
3/9/1979,0.971,0.971,1.400505468,1.400505468
3/10/1979,1.053,1.053,1.477604369,1.477604369
3/11/1979,0.924,0.924,1.342780193,1.342780193
3/12/1979,1.145,1.145,1.559186787,1.559186787
3/13/1979,1.157,1.157,1.567450523,1.567450523
3/14/1979,1.008,1.008,1.416802171,1.416802171
3/15/1979,0.929,0.929,1.33715382,1.33715382
3/16/1979,1.091,1.091,1.497285688,1.497285688
3/17/1979,1.162,1.162,1.566087886,1.566087886
3/18/1979,1.093,1.093,1.496098875,1.496098875
3/19/1979,0.965,0.965,1.368538435,1.368538435
3/20/1979,0.776,0.776,1.179417556,1.179417556
3/21/1979,0.837,0.837,1.241164809,1.241164809
3/22/1979,1.069,1.069,1.47159338,1.47159338
3/23/1979,1.02,1.02,1.41981316,1.41981316
3/24/1979,0.91,0.91,1.307241732,1.307241732
3/25/1979,1.03,1.03,1.425868105,1.425868105
3/26/1979,1.13,1.13,1.521186787,1.521186787
3/27/1979,1.13,1.13,1.515296677,1.515296677
3/28/1979,1.273,1.273,1.65426371,1.65426371
3/29/1979,1.31,1.31,1.687439534,1.687439534
3/30/1979,1.28,1.28,1.653175798,1.653175798
3/31/1979,1.15,1.15,1.520395578,1.520395578
4/1/1979,0.77,0.77,1.137098875,1.137098875
4/2/1979,0.77,0.77,1.131494479,1.131494479
4/3/1979,0.7,0.7,1.054230743,1.054230743
4/4/1979,0.55,0.55,0.897065907,0.897065907
4/5/1979,0.44,0.44,0.782648325,0.782648325
4/6/1979,0.51,0.51,0.848219754,0.848219754
4/7/1979,0.71,0.71,1.046417556,1.046417556
4/8/1979,0.71,0.71,1.047692281,1.047692281
4/9/1979,0.42,0.42,0.759725248,0.759725248
4/10/1979,0.73,0.73,1.073131842,1.073131842
4/11/1979,0.89,0.89,1.233208765,1.233208765
4/12/1979,0.89,0.89,1.233076896,1.233076896
4/13/1979,0.83,0.83,1.168670303,1.168670303
4/14/1979,0.84,0.84,1.176977995,1.176977995
4/15/1979,0.93,0.93,1.267747226,1.267747226
4/16/1979,1.09,1.09,1.428747226,1.428747226
4/17/1979,1,1,1.339736237,1.339736237
4/18/1979,0.95,0.95,1.294021951,1.294021951
4/19/1979,0.95,0.95,1.297659314,1.297659314
4/20/1979,1.01,1.01,1.359538435,1.359538435
4/21/1979,1.09,1.09,1.437241732,1.437241732
4/22/1979,1.2,1.2,1.544296677,1.544296677
4/23/1979,1.3,1.3,1.6383736,1.6383736
4/24/1979,1.526,1.526,1.857681292,NA
4/25/1979,1.54,1.54,1.865120853,1.865120853
4/26/1979,1.358,1.358,1.675131842,1.675131842
4/27/1979,1.3,1.3,1.612439534,1.612439534
4/28/1979,1.3,1.3,1.607318655,1.607318655
4/29/1979,1.19,1.19,1.490879094,1.490879094
4/30/1979,1.21,1.21,1.502230743,1.502230743
5/1/1979,1.29,1.29,1.576120853,1.576120853
5/2/1979,1.27,1.27,1.553197776,1.553197776
5/3/1979,1.11,1.11,1.389835138,1.389835138
5/4/1979,1.111,1.111,1.386604369,1.386604369
5/5/1979,0.892,0.892,1.160615358,1.160615358
5/6/1979,0.963,0.963,1.224956017,1.224956017
5/7/1979,1.183,1.183,1.441395578,1.441395578
5/8/1979,1.164,1.164,1.419714259,1.419714259
5/9/1979,1.045,1.045,1.297912061,1.297912061
5/10/1979,1.026,1.026,1.277307666,1.277307666
5/11/1979,1.046,1.046,1.296901072,1.296901072
5/12/1979,1.027,1.027,1.27792305,1.27792305
5/13/1979,0.958,0.958,1.210395578,1.210395578
5/14/1979,1.028,1.028,1.28203294,1.28203294
5/15/1979,1.019,1.019,1.274219754,1.274219754
5/16/1979,1.19,1.19,1.445846127,1.445846127
5/17/1979,1.32,1.32,1.571076896,1.571076896
5/18/1979,1.451,1.451,1.697956017,1.697956017
5/19/1979,1.462,1.462,1.706252721,1.706252721
5/20/1979,1.322,1.322,1.560230743,1.560230743
5/21/1979,1.293,1.293,1.524428545,1.524428545
5/22/1979,1.254,1.254,1.479384589,1.479384589
5/23/1979,1.094,1.094,1.316406567,1.316406567
5/24/1979,1.046,1.046,1.264648325,1.264648325
5/25/1979,0.993,0.993,1.20348349,1.20348349
5/26/1979,1.167,1.167,1.370846127,1.370846127
5/27/1979,1.177,1.177,1.376505468,1.376505468
5/28/1979,1.338,1.338,1.534912061,1.534912061
5/29/1979,1.179,1.179,1.372648325,1.372648325
5/30/1979,1.099,1.099,1.288494479,1.288494479
5/31/1979,1.08,1.08,1.266538435,1.266538435
6/1/1979,1.052,1.052,1.238208765,1.238208765
6/2/1979,0.943,0.943,1.128428545,1.128428545
6/3/1979,0.994,0.994,1.177967006,1.177967006
6/4/1979,1.015,1.015,1.195725248,1.195725248
6/5/1979,1.136,1.136,1.31370327,1.31370327
6/6/1979,1.337,1.337,1.511670303,1.511670303
6/7/1979,1.489,1.489,1.664472501,1.664472501
